name,summary_json,emotion_acc,emotion_macro_f1,arousal2_mae,arousal3_mae,delta_f1_vs_phase2_main,delta_f1_vs_phase3_main
v5_logreg_main,derived/results/ml_baselines_phase35_v5_logreg_main/summary.json,0.5729080852065435,0.5734215586387995,0.26022304832713755,0.5538461538461539,0.17840890540945004,0.19589655833249148
v5_linsvm_main,derived/results/ml_baselines_phase35_v5_linsvm_main/summary.json,0.5338354713428268,0.5346308852027213,0.27137546468401486,0.5897435897435898,0.1396182319733718,0.15710588489641325
v3_rbfsvm_main_ref,derived/results/ml_baselines_phase35_v3_rbfsvm_main/summary.json,0.48723078733670705,0.48071907003007586,0.24989673688558448,0.5882783882783883,0.08570641680072638,0.10319406972376782
