name,run,summary_json,emotion_acc,emotion_macro_f1,arousal2_mae,arousal3_mae,phase2_fusion_f1,delta_f1_vs_phase2_cross
ml_v3_logreg_cross_crema_to_ravdess,cross_crema_to_ravdess,derived/results/ml_baselines_phase35_v3_logreg_cross_crema_to_ravdess/summary.json,0.20170454545454544,0.11899536309461826,0.38446969696969696,,0.22879563149425453,-0.10980026839963626
ml_v3_logreg_cross_ravdess_to_crema,cross_ravdess_to_crema,derived/results/ml_baselines_phase35_v3_logreg_cross_ravdess_to_crema/summary.json,0.1909689557855127,0.10660072758453328,0.6227106227106227,,0.07141204059213567,0.035188686992397605
ml_v3_rbfsvm_cross_crema_to_ravdess,cross_crema_to_ravdess,derived/results/ml_baselines_phase35_v3_rbfsvm_cross_crema_to_ravdess/summary.json,0.18181818181818182,0.05128205128205129,0.5454545454545454,,0.22879563149425453,-0.17751358021220323
ml_v3_rbfsvm_cross_ravdess_to_crema,cross_ravdess_to_crema,derived/results/ml_baselines_phase35_v3_rbfsvm_cross_ravdess_to_crema/summary.json,0.17081037494960355,0.04863024181205999,0.6666666666666666,,0.07141204059213567,-0.022781798780075677
