name,summary_json,emotion_acc,emotion_macro_f1,arousal2_mae,arousal3_mae,delta_f1_vs_phase2_fusion,delta_f1_vs_phase3_main,epochs,lr,dropout,emotion_loss,focal_gamma,weighted_sampler
fp32_multitask_phase35_ce_main,derived/results/fp32_multitask_phase35_ce_main/summary.json,0.4257472346434455,0.3868591623707068,0.22593969434118133,0.5860805860805861,-0.008153490858642698,0.009334162064398743,12,0.001,0.2,ce,2.0,False
fp32_multitask_phase35_focal_ws_main,derived/results/fp32_multitask_phase35_focal_ws_main/summary.json,0.41703930336549777,0.3752100385878425,0.2271788517141677,0.5897435897435898,-0.019802614641506955,-0.0023149617184655136,12,0.0008,0.25,focal,2.0,True
